index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Helm of the Blooded	297	Blood Warlord's Arsenal	xhm	War Belt	7	45	45	lred	lred						5	5000	2	hp		70	100	bloody		1	1	mana		33	45	knock		2	2	ac%		120	170																									res-ltng		33	33					pierce-ltng		15	15													dmg-ltng		25	200						0
Winged Fury	298	Blood Warlord's Arsenal	zhb	Winged Helm	7	45	47	cred	cred						5	5000	2	sock		2	2	ac%		180	200	hp		50	75	red-dmg		22	40	red-mag		20	40																									res-fire		33	33					pierce-fire		15	15													dmg-fire		100	150						0
Blade of the Blessed	299	Blood Warlord's Arsenal	upk	Blade Barrier	7	60	68	lred	lred						5	5000	2	block		20	40	block3		40	40	red-dmg%		15	20	res-all		35	50	ac%		160	200	pierce-cold		15	15	dmg-cold	150	100	150																																																		0
Armor of the Damned	300	Blood Warlord's Arsenal	utp	Archon Plate	7	60	77	cred	cred						5	5000	2	ac%		180	220	hp		75	100	mana		35	50	dex		15	20	str		15	25																																																	noheal		1	1	allskills		2	2		0
Twilight Sash	301	Necrotic Mastery	zlb	Demonhide Sash	7	30	30								5	5000	2	ac%		100	120	skilltab	6	1	1	levelup-skill	weaken	100	40																																																	mana/lvl	8																0
Lich's Barrier	302	Necrotic Mastery	uuc	Heater	7	60	63								5	5000	2	ac%		80	140	block3		30	30	levelup-skill	bone armor	100	33	sock		1	1																																					block		25	25																						0
Wand of Dusk	303	Necrotic Mastery	9yw	Petrified Wand	7	30	29	blac	blac						5	5000	2	allskills		1	1	cast2		25	25	regen		1	5	aura	103	1	7																																																														0
Plate of Dark Arts	304	Necrotic Mastery	xtp	Mage Plate	7	40	50	dred	dred						5	5000	2	ac		300	400	red-dmg%		10	15	balance3		30	30																									res-fire		15	15					res-cold		20	20					res-ltng		10	10					res-pois		25	25														0
Amulet of the Darkblood	305	Necrotic Mastery	amu	Amulet	4	33	35								5	5000	2	allskills		1	1	swing1		10	10	mag%		50	75																																																	gold%		100	100														0
Claw of the Nightstalker	306	Marhawkman's Guise	uvg	Vampirebone Gloves	7	60	69								5	5000	2	ac%		90	130	swing1		15	15	cast1		15	15	res-pois		60	80	res-pois-len		60	90	mana		40	70																																																						0
Hooves of the Damned	307	Marhawkman's Guise	umb	Boneweave Boots	7	60	72								5	5000	2	ac%		80	120	move2		25	25	dex		20	30	res-all		10	20	dmg-pois	300	1222	1222																																																										0
Mask of the Deceiver	308	Marhawkman's Guise	xsk	Death Mask	7	30	36								5	5000	2	ac		75	100	heal-kill		15	20	mana-kill		3	6	enr		20	30	vit		20	30																																																										0
Carapace of Shadows	309	Marhawkman's Guise	ula	Scarab Husk	7	60	60								5	5000	2	ac%		120	150	noheal		1	1	red-dmg		20	30	red-mag		20	30	extra-pois		25	25	pierce-pois		25	25																													addxp		4	4																						0
Ethereal Wraithplate	310	Ethereal Guardians	xui	Ghost Armor	7	30	33	oran	oran						5	5000	2	ac%		100	120	res-fire		25	35	red-dmg		15	25	res-mag		10	10																																																														0
Naga's Whisper	311	Ethereal Guardians	9wa	Naga	7	30	40								5	5000	2	dmg%		120	200	dmg-fire		150	250	pierce-fire		15	20																									heal-kill		8	12													dmg-norm		45	135																						0
Luna's Embrace	312	Ethereal Guardians	uml	Luna	7	60	62	dgrn	dgrn						5	5000	2	ac/lvl	16			block		20	30	block2		20	20	noheal		1	1	res-cold		25	35																																																										0
Phantom Striders	313	Ethereal Guardians	xhb	War Boots	7	30	43	oran	oran						5	5000	2	ac%		100	125	move2		20	20	kick		8	15	manasteal		3	6																													dex		25	25																														0
Serpent's Hide	314	Serpent's Wisdom	xea	Serpentskin	7	30	34	dblu	dblu						5	5000	2	allskills		1	1	nofreeze		1	1	ac		250	350	pierce-cold		10	20																																																														0
Fang Mace	315	Serpent's Wisdom	9ma	Flanged Mace	7	30	31	dred	dred						5	5000	2	allskills		2	2	cast2		20	20	mana		35	50																																	regen-mana		50	50																														0
Hyporian's Eye	316	Serpent's Wisdom	urg	Hyporian	7	60	64								5	5000	2	allskills		1	1	mag%		40	75	block3		35	35	balance3		30	30	str		15	25																																																										0
Demon's Veil Armor	317	Mallet of Legends	xla	Demonhide Armor	7	30	36								5	5000	2	ac%		120	200	red-dmg%		15	25	res-all		15	25	addxp		1	2																													ac/lvl	40																																0
Mallet of Ages	318	Mallet of Legends	7wh	Legendary Mallet	7	60	75								5	5000	2	dmg%		175	225	swing3		60	60	sock		2	2																									manasteal		6	6					lifesteal		6	6																														0
Ancient Defender	319	Mallet of Legends	xrg	Scutum	7	30	43								5	5000	2	ac/lvl	13			block		10	20	ignore-ac		1	1	dmg%		35	50																																																														0
Interstice Armor	320	Dimensional Journey	xtu	Trellised Armor	7	30	41								5	5000	2	mag%		25	30	gold%		75	75	ac%		160	200																									heal-kill		10	10													mana-kill		3	3																						0
Blade of Rifts	321	Dimensional Journey	9cr	Demensional Blade	7	30	44								5	5000	2	dmg-min		35	50	dmg-max		100	140	gethit-skill	72	4	20	dmg-demon		200	200	abs-fire		10	15	abs-cold		10	15																																																						0
Ring of Vortex	322	Dimensional Journey	rin	Ring	3	60	67								5	5000	2	swing1		5	5	cast1		10	10	all-stats		8	15	allskills		1	1																																													hp		40	40														0
Amulet of the Voyager	323	Dimensional Journey	amu	Amulet	3	60	67								5	5000	2	balance1		10	10	block		5	10	addxp		4	7																																																									allskills		1	1						0
Cosmic Heater	324	Dimensional Journey	uuc	Heater	7	60	67								5	5000	2	ac%		130	150	regen		5	8	block		10	25	block2		20	20	balance2		20	20																																																										0
Boots of the Voyager	325	Dimensional Journey	vbt	Heavy Boots	7	10	21	dgld	dgld						5	5000	2	ac		25	35	dex		10	10																													mag%		25	25					move2		30	30					res-all		15	15					mana/lvl	5							hp/lvl	8								0
Dragon Scale Mail	329	Dragon's Essence	xcl	Tigulated Mail	7	30	40	dpur	dpur						5	5000	2	ac%		170	210	balance3		30	30	hp/lvl	10			mana/lvl	6																																																																0
Ataghan's Claw	330	Dragon's Essence	7sm	Ataghan	7	60	69	dpur	dpur						5	5000	2	dmg%		240	290	dmg-norm		30	80	swing1		15	15	extra-ltng		25	25	abs-ltng		8	15																																																										0
Dragonheart Shield	331	Dragon's Essence	xit	Dragon Shield	7	30	46	dpur	dpur						5	5000	2	ac%		125	125	red-dmg%		15	15	res-all		15	20	sock		1	1																													block		20	20					block2		20	20																						0
Coil of the Wyrm	332	Dragon's Essence	umc	Mithril Coil	7	60	70								5	5000	2	ac/lvl	13			hp%		25	25																													cast1		10	10					mana		30	30					regen-mana		50	50																						0
Amulet of the Drake	333	Dragon's Essence	amu	Amulet	3	50	50								5	5000	2	bar		1	2	dmg%		20	30	dmg-min		10	15	swing1		10	10																																																														0
Battlewoven Mesh	334	Grim Conquest	xhn	Mesh Armor	7	30	44	cblu	cblu						5	5000	2	ac%		175	225	swing1		15	15	balance1		15	15	block1		15	15	fade		1	1																																	ac		200	200					mag%		50	50														0
Runeblade of Conquest	335	Grim Conquest	9ls	Rune Sword	7	30	42								5	5000	2	dmg%		200	250	ac		225	250	extra-cold		10	15	pierce-cold		15	20																																					dmg-norm		25	75																						0
Shield of the Fallen	336	Grim Conquest	xsh	Grim Shield	7	30	47		lgry						5	5000	2	ac%		75	100	block		40	40	block1		15	15	dmg-demon		100	100																																													res-all		25	25														0
Conqueror's Horn	337	Grim Conquest	uhl	Giant Conch	7	60	65								5	5000	2	ac/lvl	14			ac%		75	100	allskills		1	1	cast3		30	30	regen-mana		75	75	mag%		20	50																																																						0
Gauntlets of Triumph	338	Grim Conquest	utg	Crusader Gauntlets	7	60	72								5	5000	2	ac%		180	220	skilltab	12	1	3	hp		30	50	lifesteal		5	5																																																														0
Siegeplate Armor	339	Siege of the Wyrm	xpl	Russet Armor	7	30	47	lgrn	lgrn						5	5000	2	ac%		135	180	knock		3	3	manasteal		4	8	lifesteal		8	8																																																														0
Bow of the Long Siege	340	Siege of the Wyrm	8l8	Long Siege Bow	7	30	44	whit	whit						5	5000	2	dmg%		180	220	swing2		20	20	sock		3	3																									dmg/lvl	16							dmg-min		50	50																														0
Wyrmstalker Boots	341	Siege of the Wyrm	ulb	Wyrmhide Boots	7	60	60	lgrn	lgrn						5	5000	2	ac%		160	200	dmg-norm		5	10	dmg%		20	30	str		15	15																													move3		30	30																														0
Templar's Raiment	342	Bonecraft Mystique	xlt	Templar Coat	7	30	46	lgry	dgry						5	5000	2	ac%		150	190	hp		75	100	regen		20	30	regen-mana		100	150																																																														0
Bonecarver's Knife	343	Bonecraft Mystique	7dg	Bone Knife	7	60	63		lgry						5	5000	2	dmg%		220	250	swing2		20	20	extra-pois		10	20	pierce-pois		10	20	cast2		20	20	nec		1	2																																																						0
Skeletal Guard	344	Bonecraft Mystique	bsh	Bone Shield	7	12	16		blac						5	5000	2	dmg-to-mana		15	15																																	block		22	22					dex		15	15					mag%		25	25																						0
Sharkskin Sash of the Deep	345	Bonecraft Mystique	zvb	Sharkskin Belt	7	30	32		dgry						5	5000	2	ac%		120	130	mana		55	75	mana-kill		2	4	addxp		1	2																																																														0
Sharktooth Battleplate	346	Winged Warrior	xld	Sharktooth Armor	7	30	48								5	5000	2	ac%		130	160	ac/lvl	24			red-dmg%		15	15	openwounds		35	50	pierce		50	50																																																										0
Winged Assassin's Knife	347	Winged Warrior	7bk	Winged Knife	7	60	62								5	5000	2	dmg%		200	300	swing2		20	20	slow		75	75	reduce-ac		20	30	nofreeze		1	1																	stack		100	100					dmg-throw		25	75																														0
Helm of the Avian	348	Winged Warrior	xhl	Basinet	7	30	38								5	5000	2	ac%		170	200	all-stats		10	20	addxp		1	2	res-fire		25	35																													res-ltng		30	30																														0
Skyward Battleboots	349	Winged Warrior	xtb	Battle Boots	7	30	45								5	5000	2	ac%		100	120	dex		15	15	gold%		300	300																									move2		20	20					att		100	100																														0
Embossed Warplate	350	Inferno's Reach	xth	Embossed Armor	7	30	50	lred	oran						5	5000	2	ac%		180	220	swing2		20	20	sock		2	2	hp		55	55																																													regen		8	8														0
Balrog's Reach	351	Inferno's Reach	7s7	Balrog Spear	7	60	64		oran						5	5000	2	dmg-norm		25	100	stack		200	200	dmg-throw		25	100	dmg%		150	180																													crush		25	25																														0
Scarabstride Boots	352	Inferno's Reach	uvb	Scarabshell Boots	7	60	67		oran						5	5000	2	ac%		130	150	move2		25	25	mag%		15	25	heal-kill		15	25																																																														0
War Vambraces	353	Inferno's Reach	umg	Vambraces	7	60	71		oran						5	5000	2	cast2		20	20	mana/lvl	8			regen-mana		25	25																											1	1					crush		35	35							1	1																						0
Girdle of Power	354	Inferno's Reach	ztb	Battle Belt	7	30	39		oran						5	5000	2	extra-cold		15	15	abs-cold		15	20	ac%		75	120	manasteal		6	8																													allskills		1	1																														0
Chaos Forged Plate	355	Chaos of the Stygian	xul	Chaos Armor	7	30	51	lgld	lgld						5	5000	2	ac/lvl	24			ac		300	400	stupidity		3	3	red-mag		15	20	res-all		20	20																																																										0
Stygian Harbinger	356	Chaos of the Stygian	7tr	Stygian Pike	7	60	70	lgld	lgld						5	5000	2	dmg%		240	270	dmg-norm		50	200	swing3		30	30	lifesteal		8	8																																																														0
Belt of the Abyss	357	Chaos of the Stygian	zmb	Mesh Belt	7	30	43	lgld	lgld						5	5000	2	ac/lvl	12			mag%		20	25	vit		15	20	enr		15	20																					regen		3	5																																						0
Ornate Warplate	358	Ogre's Might	xar	Ornate Plate	7	30	63		dred						5	5000	2	ac%		150	180	res-all		75	100																																																																						0
Ogre's War Axe	359	Ogre's Might	7o7	Ogre Axe	7	60	70	oran	oran						5	5000	2	dmg%		220	270	dmg-max		200	300	swing3		20	20	sock		1	3																																																														0
Spired War Helm	360	Ogre's Might	uhm	Spired Helm	7	60	74								5	5000	2	red-dmg%		35	50	ac%		155	185																																																																						0
Gauntlets of Brutality	361	Ogre's Might	xhg	War Gauntlets	7	30	55								5	5000	2	swing3		40	40	ac%		175	200																																																																						0
Warlord's Girdle	362	Ogre's Might	zhb	war Belt	7	30	58								5	5000	2	hp		175	200	mana		75	100																																																																						0
Arcanist's Plate	363	Mage's War Gear	xtp	Mage Plate	7	30	59	dpur	dpur						5	5000	2	allskills		3	4	sock		2	2	ac		300	500																																																																		0
Mystic Jo Staff	364	Mage's War Gear	8ss	Jo Staff	7	30	36	dgrn	dgrn						5	5000	2	allskills		2	2	mana%		35	35																																					cast2		20	20					addxp		2	2																						0
Hat of the War Mage	365	Mage's War Gear	xap	War Hat	7	30	38	dyel	dyel						5	5000	2	allskills		2	2	ac%		75	100																													mag%		50	50					all-stats		2	2					hp%		40	40					ac		150	150														0
Bramble Gloves	366	Mage's War Gear	ulg	Bramble Mitts	7	60	71								5	5000	2	allskills		2	2	ac		150	200																																																																						0
Sash of the Spider Mage	367	Mage's War Gear	ulc	Spiderweb Sash	7	60	66								5	5000	2	allskills		2	2	ac		125	175																																																																						0
Dusk Enshrouded Armor	368	Night's Cleaver	uui	Dusk Shroud	7	60	70		whit						5	5000	2	ac%		160	200	mag%		25	30	noheal		1	1	state	fullsetgeneric	1	1																																																														0
Cleaver of Shadows	369	Night's Cleaver	9ax	Cleaver	7	30	47		whit						5	5000	2	dmg%		280	320	knock		2	2	dmg-cold	100	25	100	pierce-cold		10	15	res-cold		40	50																																									dmg-norm		40	80														0
Luna's Guard	370	Night's Cleaver	uml	Luna	7	60	65		whit						5	5000	2	ac%		120	160	block3		40	40	red-dmg%		10	15	red-dmg		15	20	abs-mag%		10	15	heal-kill		8	12																																																						0
Ring of the Eclipse	371	Night's Cleaver	rin	Ring	5	30	33		whit						5	5000	2	hp		35	50	dex		25	30	str		15	20	att		125	200	thorns/lvl	8																																																												0
Shadow Greaves	372	Night's Cleaver	hbt	Greaves	7	15	22		whit						5	5000	2	ac/lvl	8			move2		20	20																													dex		10	15					res-ltng		30	30					mag%		33	33					extra-ltng		8	15					dmg-max		20	20						0
Sash of the Night Hunter	373	Night's Cleaver	zlb	Demonhide Sash	7	30	30		whit						5	5000	2	ac%		190	230	vit		15	20	red-mag		10	15																																									mag%		33	33					regen-mana		33	33														0
Wyrmhide Protection	374	Wyrm's Fury	uea	Wyrmhide	7	60	60	whit							5	5000	2	cast3		30	30	balance2		20	20	swing2		25	25	hp		40	60	dex/lvl	4																																																												0
Axe of the Silver Edge	375	Wyrm's Fury	7ba	Silver-Edged Axe	7	60	72	blac	blac						5	5000	2	dmg%		290	350	swing2		30	30	lifesteal		12	15	mana-kill		3	7	sock		2	2																																	dmg/lvl	20																								0
Casque of the Wyrm	376	Wyrm's Fury	xlm	Casque	7	30	40	dgld	dgld						5	5000	2	ac%		120	150	ac/lvl	8			manasteal		5	5	addxp		1	2	allskills		1	1																									mag%		25	25																														0
Girdle of the Colossus	377	Wyrm's Fury	uhc	Colossus Girdle	7	60	75	dgrn	dgrn						5	5000	2	dmg%		25	35	red-dmg%		10	20	str		35	35	ease		-20	-20																																																														0
Gauntlets of the Wyrm Slayer	378	Wyrm's Fury	xtg	Battle Gauntlets	7	30	48	cblu	cblu						5	5000	2	ac%		250	250	hit-skill	48	12	3	swing1		15	15	dex		10	15																																					hp		45	45																						0
Diamond Defender	379	Crystal Vanguard	ung	Diamond Mail	7	60	73	lblu	cblu						5	5000	2	ac%		230	300	dmg%		75	100	dmg-norm		25	50	str		5	20																																																														0
Demon's Cross	380	Crystal Vanguard	6rx	Demon Crossbow	7	60	79								5	5000	2	dmg%		200	240	dmg-norm		30	60	swing3		60	60	pierce		40	40	knock		1	1																									oskill	magic arrow	10	10					oskill	guided arrow	6	6					dmg-norm		20	100														0
Bone Visage of Power	381	Crystal Vanguard	uh9	Bone Visage	7	60	81	cred	cred						5	5000	2	ac		200	300	dmg%		50	75	dmg-norm		15	30	dex		5	20																																																														0
Heavy Bracers of Might	382	Crystal Vanguard	xmg	Heavy Bracers	7	30	44								5	5000	2	ac/lvl	16			dmg%		35	50	dmg-min		15	20	dmg-max		30	40																													swing2		20	20																														0
Mesh Boots of Agility	383	Crystal Vanguard	xmb	Mesh Boots	7	30	56								5	5000	2	ac/lvl	14			dmg%		40	60	dmg-max		20	30	swing1		10	10																																					move3		30	30																						0
Boneweave Protector	384	Spineguard Bastion	uhn	Boneweave	7	60	77	dyel	lyel						5	5000	2	ac%		150	190	balance2		20	20	regen		3	5	res-fire		35	45																																																														0
Truncheon of Authority	385	Spineguard Bastion	7cl	Truncheon	7	60	68	dyel	lyel						5	5000	2	dmg%		230	280	swing2		20	20	knock		2	2	res-cold		35	45																																																														0
Pavice of the Guardian	386	Spineguard Bastion	xow	Pavice	7	30	51	dyel	lyel						5	5000	2	ac%		100	130	block		20	30	charged	66	100	13	block2		25	25	res-all		25	35																																																										0
Hydraskull of Insight	387	Spineguard Bastion	ukp	Hydraskull	7	60	60	whit	whit						5	5000	2	ac%		120	140	dex		10	15	str		10	15	kill-skill	76	100	4	res-ltng		35	45																																																										0
Plated Belt of Defense	388	Spineguard Bastion	hbl	Plated Belt	7	20	30	whit	whit						5	5000	2	ac%		100	120	res-pois		35	45																													hp		30	30					mana		30	30					dmg-ltng		1	100																						0
Great Haberk of the Ancients	389	Ancient's Guard	urs	Great Haberk	7	60	76	blac	blac						5	5000	2	ac		600	800	ease		-35	-35	skilltab	7	1	3	balance3		30	30	charged	82	12	30																																																										0
Ancient Shield of Wisdom	390	Ancient's Guard	xts	Ancient Shield	7	30	49	blac	blac						5	5000	2	ac%		120	140	red-dmg%		15	15	ease		-50	-50	lifesteal		4	6	freeze		4	4	half-freeze		1	1																																																						0
Corona of the Sage	391	Ancient's Guard	urn	Corona	7	60	80	blac	blac						5	5000	2	ac%		135	175	ease		-60	-60	mana		35	35	allskills		1	1																																																														0
Tomb Wand of Secrets	392	Ancient's Guard	9bw	Tomb Wand	7	30	40	blac	blac						5	5000	2	allskills		1	1	cast2		20	20	mana/lvl	6			regen-mana		45	45	addxp		1	1																																	dmg-norm		80	180																						0
Balrog Skin of the Inferno	393	Infernal Might	upl	Balrog Skin	7	60	74								5	5000	2	ac%		160	200	charged	142	200	12	mag%/lvl	10			hp%		25	25	red-mag		20	25																																																										0
Phase Blade of Time	394	Infernal Might	7cr	Phase Blade	7	60	83								5	5000	2	dmg-norm		50	150	manasteal		12	15	lifesteal		15	18	dmg-undead		350	350	dmg-demon		175	175																																									dmg-mag		300	500														0
Troll Belt of Strength	395	Infernal Might	utc	Troll Belt	7	60	77								5	5000	2	ac%		110	130	red-dmg%		10	15	res-all		10	15	allskills		1	1	swing2		20	20																																																										0
Battle Boots of the Warlord	396	Infernal Might	xtb	Battle Boots	7	30	58		cred						5	5000	2	ac%		125	150	dmg-min		25	35	gold%		75	75	balance3		30	30	pal		1	1																									move3		30	30																														0
Pavice of the Infernal	397	Infernal Might	xow	Pavice	7	30	63								5	5000	2	ac%		175	200	block		100	100	block1		15	15																																	mag%		65	65																														0
Hellforge Plate of the Damned	398	Netherbane Ward	ult	Hellforge Plate	7	60	73								5	5000	2	dmg-demon		200	200	ac%		100	125	pierce-fire		75	100	res-fire		-75	-75																																																														0
Sallet of the Inferno	399	Netherbane Ward	xkp	Sallet	7	30	40								5	5000	2	ac%		125	150	red-dmg%		15	15	pierce-cold		75	100	res-cold		-75	-75																																																														0
Colossus Girdle of Power	400	Netherbane Ward	uhc	Colossus Girdle	7	60	75								5	5000	2	ac%		125	150	res-all		35	40	pierce-ltng		75	100	res-ltng		-75	-75																																																														0
Myrmidon Greaves of Speed	401	Netherbane Ward	uhb	Myrmidon Greaves	7	60	77								5	5000	2	ac%		120	140	res-mag		20	20	pierce-pois		75	100	res-pois		-75	-75																																																														0
Ogre Gauntlets of Might	402	Netherbane Ward	uhg	Ogre Gauntlets	7	60	76								5	5000	2	ac%		120	150	cast3		30	30	ease		-50	-50	regen-mana		60	60																													swing2		20	20																														0
Divine Scepter of Holiness	403	Netherbane Ward	9ws	Devine Scepter	7	30	50								5	5000	2	dmg%		200	220	swing2		20	20	sock		2	3	lifesteal		6	8	light		5	5																																	dmg-norm		50	100																						0
Kraken Shell of the Depths	404	Leviathan's Clasp	uld	Kraken Shell	7	60	74	whit	dgry						5	5000	2	red-dmg%		25	25	red-dmg		35	50	res-ltng		-50	-50	res-fire		75	75	move3		20	20																																																										0
Great Thresher of the Seas	405	Leviathan's Clasp	7wc	Great Thresher	7	60	77	dred	dred						5	5000	2	dmg%		220	290	ease		-25	-25	lifesteal		6	6	manasteal		6	6	bar		3	3																									dmg-norm		50	250					swing3		45	45																						0
Sharkskin Belt of the Deep	406	Leviathan's Clasp	zvb	Sharkskin Belt	7	30	39	lblu	lblu						5	5000	2	ac%		130	160	move1		15	15	balance1		15	15	dex		25	25																																																														0
Sharkskin Boots of Swiftness	407	Leviathan's Clasp	xvb	Sharkskin Boots	7	30	44	lgry	lgry						5	5000	2	ac%		100	100	red-dmg%		10	10	bloody		1	1	crush		15	25	hp		60	90																																																										0
Lacquered Plate of Elegance	408	Lacquered Legacy	uth	Lacquered Plate	7	60	81								5	5000	2	cast2		20	20	block2		20	25	balance2		20	20	mag%/lvl	9			sock		1	2	swing2		20	20																																																						0
Gothic Sword of Mystery	409	Lacquered Legacy	9b9	Gothic Sword	7	30	45								5	5000	2	dmg%		260	300	deadly		15	15	crush		15	15	regen		-1	-5	swing2		20	20																	dmg-mag		100	200					dmg-cold		100	200					dmg-fire		100	200					dmg-ltng		100	200					dmg-max		250	250						0
Demonhide Sash of Shadows	410	Lacquered Legacy	zlb	Demonhide Sash	7	30	36								5	5000	2	ac%		80	110	hp		35	50	mana-kill		7	7	regen		6	6																													regen-mana		50	50					res-all		10	10					mag%		35	35														0
Mirrored Boots of Reflection	411	Lacquered Legacy	utb	Mirrored Boots	7	60	70								5	5000	2	ac%		180	210	ease		-20	-20	move3		50	50	dex		-20	-20	balance2		-20	-20																																									str		35	35														0
Armet of the Night	412	Lacquered Legacy	ulm	Armet	7	60	61								5	5000	2	allskills		1	1	ac		150	200	mana		30	30	res-pois		25	25	enr/lvl	4																																																												0
Ring of the Hidden	413	Lacquered Legacy	rin	Ring	5	49	49								5	5000	2	allskills		1	1	dmg%		25	25	heal-kill		10	10	addxp		1	2	cheap		5	10																																																										0
Shadow Plate of the Unknown	414	Shadow's Enigma	uul	Shadow Plate	7	60	80								5	5000	2	light		-5	-5	ac%		140	160																																																																						0
Ring of the Abyss	415	Shadow's Enigma	rin	Ring	3	77	77								5	5000	2	allskills		1	1	hp		50	50	mana		50	50	red-dmg%		10	10	red-mag		20	25																																	mag%		50	50																						0
Amulet of the Void	416	Shadow's Enigma	amu	Amulet	3	74	74								5	5000	2	allskills		2	2	mag%		35	50	regen		25	25	regen-mana		50	75																																																														0
Harpoon of the Depths	417	Shadow's Enigma	9ts	Harpoon	7	30	51								5	5000	2	dmg%		190	240	stack		75	75	rep-quant	20			knock		2	2																					swing2		25	25					bar		1	1																														0
Ring of the Elements	418	Elemental Circle	rin	Ring	1	45	45								5	5000	2	hp		35	50	mana		25	25																													mag%		200	200	regen		-20	-20	regen		-15	-15	extra-fire		100	100																										0
Ring of the Elders	419	Elemental Circle	rin	Ring	1	45	45								5	5000	2	hp		35	50	mana		25	25																													mag%		200	200	regen		-20	-20	regen		-15	-15	extra-ltng		100	100																										0
Amulet of the Ancients	420	Elemental Circle	amu	Amulet	1	45	45								5	5000	2	hp		50	75	mana		40	40																													mag%		200	200	regen		-20	-20	regen		-15	-15	extra-cold		100	100																										0
