Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol		
skmage_cold3	381	skmage_cold1	skmage_cold4	3	BaalColdMage	skmage_cold3		skeleton	SkeletonMage		SK	1	1												2	3		6	8	2	21	43	74	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage2									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	75	10	45	75	10	30	75	10	75	90	50	50	113	30	173	113	2				15	15	15	5	57	81	84	56										220	320	360	110										540	660												A1	60	110	100	100	120	300	150	100	240	600	200																															Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A					Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0		
skmage_cold4	382	skmage_cold1	skmage_cold5	4	HorrorMage	skmage_cold4		skeleton	SkeletonMage		SK	1	1												2	4		6	8	2	26	47	78	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage2									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	10	10	45	75	10	30	10	10	75	90	50	50	30	30	173	113	2				17	17	17	5	56	81	84	55										220	320	360	110										540	660												A1	60	110	100	100	120	300	150	100	240	600	200																															Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
skmage_fire1	383	skmage_fire1	skmage_fire2	1	ReturnedMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												1	2		5	7	2	12	39	69	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	45	10	10	75	10	30	75	10	10	90	50	50	150	30	30	113	2				9	9	9	5	56	84	84	56										220	320	360	110										540	660												A1	70	120		100	140	340		100	280	680																																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
skmage_fire2	384	skmage_fire1	skmage_fire3	2	BoneMage	skmage_fire2		skeleton	SkeletonMage		SK	1	1												1	3		5	7	2	15	40	70	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	45	10	10	75	10	30	75	10	10	90	50	50	158	30	30	113	2				11	11	11	5	55	82	84	56										220	320	360	110										540	660												A1	70	120		100	140	340		100	280	680																																Act 1 Cast C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
skmage_fire3	385	skmage_fire1	skmage_fire4	3	BurningDeadMage	skmage_fire3		skeleton	SkeletonMage		SK	1	1												2	3		6	8	2	21	44	75	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	105	10	10	75	10	30	150	10	10	90	50	50	165	30	30	113	2				15	15	15	5	57	81	84	56										220	320	360	110										540	660												A1	70	120		100	140	340		100	280	680																																Act 2 Cast A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
skmage_fire4	386	skmage_fire1	skmage_fire5	4	HorrorMage	skmage_fire4		skeleton	SkeletonMage		SK	1	1												2	4		6	8	2	26	47	78	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	45	10	10	75	10	30	75	10	10	90	50	50	173	30	30	113	2				17	17	17	5	56	81	84	55										220	320	360	110										540	660												A1	70	120		100	140	340		100	280	680																																Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
skmage_ltng1	387	skmage_ltng1	skmage_ltng2	1	ReturnedMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												1	2		5	7	2	12	40	70	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	10	45	10	75	10	30	10	75	10	90	50	50	30	150	30	113	2				9	9	9	5	56	84	84	56										220	320	360	110										540	660												A1	40	150		100	80	400		100	160	800																																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
skmage_ltng2	388	skmage_ltng1	skmage_ltng3	2	BoneMage	skmage_ltng2		skeleton	SkeletonMage		SK	1	1												1	3		5	7	2	15	41	71	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	10	45	10	75	10	30	10	75	10	90	50	50	30	158	30	113	2				11	11	11	5	55	82	84	56										220	320	360	110										540	660												A1	40	150		100	80	400		100	160	800																																Act 1 Cast C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
skmage_ltng3	389	skmage_ltng1	skmage_ltng4	3	BurningDeadMage	skmage_ltng3		skeleton	SkeletonMage		SK	1	1												2	3		6	8	2	21	44	78	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	75	45	10	75	10	30	75	75	10	90	50	50	30	165	30	113	2				15	15	15	5	57	81	84	56										220	320	360	110										540	660												A1	40	150		100	80	400		100	160	800																																Act 2 Cast A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
skmage_ltng4	390	skmage_ltng1	skmage_ltng5	4	HorrorMage	skmage_ltng4		skeleton	SkeletonMage		SK	1	1												2	4		6	8	2	26	48	79	sk_mage	sk_mage	10	15	8	0			46	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25	30	30	10	45	10	75	10	30	10	75	10	90	50	50	30	173	30	113	2				17	17	17	5	56	81	84	55										220	320	360	110										540	660												A1	40	150		100	80	400		100	160	800																																Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
hellbovine	391	hellbovine	cowking	0	Hell Bovine	hellbovine		bovine	Skeleton		EC	1													5	10		6	8	1	42	61	81	hellbovine	hellbovine	10	15	7	0			46	99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																					100	75	66	-50	-40	-33	10	10	10	10	10	10	10	10	10	10	10	10	75	50	75	75	75	50	2				28	28	28	5	133	285	88	140	151	223	93	178	239	101				880	1080	320	80	520	720	520	480	680	620				480	480	780	1080	780	720	1020	780																																																Cow	Act 4 Champ B	Act 4 Unique B					Cow (N)	Act 4 (N) Champ B	Act 4 (N) Unique B					Cow (H)	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0		
window1	392	window1		0	StrMonsterWindow	window1			Idle		VH	1													1	1				0	2	1	1	stainedglass	stainedglass	1	15	8	0																																						1												1				1	1	1																																						270	270	135	135	135	105	135	135	135	135	135	135	60	135	135	135	135	135	2				46	46	46			100	84	491										200	200	40	15										60	90																																																																																	0		
window2	393	window2		0	StrMonsterWindow	window2			Idle		VJ	1													1	1				0	2	1	1	stainedglass	stainedglass	1	15	8	0																																						1												1				1	1	1																																						270	270	135	135	135	105	135	135	135	135	135	135	60	135	135	135	135	135	2				46	46	46			100	84	491										200	200	40	15										60	90																																																																																	0		
slinger5	394	slinger5	slinger6	0	SpearCat	slinger5		pantherwoman	PantherJavelin		PW	1													1	3		6	13	1	23	44	76	slinger	slinger	10	15	7	0			46	70	70	70	70	70	70	12	12	12	10	10	10	15	15	15	20	21	25							pantherpotorange									1										1			1	1		1																																			100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	113	75	30	10	2				16	16	16	5	47	82	53	64										220	340	380	100										570	600																																																						Act 2 Miss A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
slinger6	395	slinger5		1	NightSlinger	slinger6		pantherwoman	PantherJavelin		PW	1													2	3		6	13	1	26	46	77	slinger	slinger	10	15	7	0			46	70	70	70	75	75	75	11	11	11	15	15	15	14	14	14	20	22	26							pantherpotgreen									1										1			1	1		1																																			100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	113	75	30	10	2				17	17	17	5	48	81	53	64										220	340	380	100										570	600																																																						Act 2 Miss B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
fetishblow1	396	fetishblow1	fetishblow2	0	RatMan	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow1		1	1	1	1	1	1		7	9	1	14	39	72	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	105	10	10	10	10	10	105	10	10	10	10	30	125	150	30	30	75	2				13	13	13	5	66	111	84	65	15	33	127							180	300	440	90	80	132	440							660	540	120	198	660									A1				7	20	20	25	12	100	100	50																															Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
fetishblow2	397	fetishblow1	fetishblow3	1	Fetish	fetishblow2		fetish	FetishBlowgun		FC	1	1						fetishblow2		1	1	1	2	1	2		8	10	1	32	49	79	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	105	10	10	10	10	10	105	10	10	10	10	30	125	30	150	30	75	2				28	28	28	5	64	107	85	65	15	33	126							180	300	440	90	80	132	440							660	540	120	198	660									A1				7	20	20	25	12	100	100	50																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
fetishblow3	398	fetishblow1	fetishblow4	2	Flayer	fetishblow3		fetish	FetishBlowgun		FC	1	1						fetishblow3		1	1	2	2	2	2		9	11	1	33	50	80	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	105	10	10	10	10	10	105	10	10	10	10	30	125	30	30	173	75	2				29	29	29	5	66	107	85	65	15	33	125							180	300	440	90	80	132	440							660	540	120	198	660									A1				7	20	20	25	12	100	100	50																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
fetishblow4	399	fetishblow1	fetishblow5	3	SoulKiller	fetishblow4		fetish	FetishBlowgun		FC	1	1						fetishblow4		1	1	2	3	2	3		10	12	1	35	52	82	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	105	10	10	10	10	10	105	10	10	10	10	30	125	30	30	30	158	2				31	31	31	5	65	107	85	65	15	33	126							180	300	440	90	80	132	440							660	540	120	198	660									A1				7	20	20	25	12	100	100	50																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetishblow5	400	fetishblow1	fetishblow6	4	StygianDoll	fetishblow5		fetish	FetishBlowgun		FC	1	1						fetishblow5		1	1	3	3	3	3		11	13	1	36	53	83	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	105	10	10	10	10	10	105	10	10	10	10	30	125	150	30	30	75	2				32	32	32	5	65	107	85	65	15	33	125							180	300	440	90	80	132	440							660	540	120	198	660									A1				7	20	20	25	12	100	100	50																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
mephistospirit	401	mephistospirit		0	Dummy	mephistospirit		undead	Spirit		M6	1													1	1				0	36	55	85				15	8	0																																						1																1																																					-50	-40	-33	270	270	135	135	135	105	135	135	135	135	135	135	60	135	135	135	135	135	2							5	1267			503	144	219	125											560	800	500									840	1200	750																																																			Trapped Soul	Trapped Soul	Trapped Soul					Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)					Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)											0		
smith	402	smith		0	The Smith	smith		demon	Smith		5P	1													1	1		8	10	0	15	42	79	smith	smith	11	15	6	0																																						1							1		1			1																																						100	85	66	-50	-40	-33	30	30	10	10	10	-75	15	30	38	10	10	-75	38	50	75	30	30	-75	0				13	13	13	5	291	291	84	151	101	129	115							1600	1800	320	227	360	440	584							480	1362	540	660	876									A1				15	60	120		30	160	320																																Smith	Smith	Smith		Smith Desecrated A	Smith Desecrated A	Smith Desecrated A	Smith (N)	Smith (N)	Smith (N)		Smith (N) Desecrated A	Smith (N) Desecrated A	Smith (N) Desecrated A	Smith (H)	Smith (H)	Smith (H)		Smith (H) Desecrated A	Smith (H) Desecrated A	Smith (H) Desecrated A							0		
trappedsoul1	403	trappedsoul1		0	TrappedSoul	trappedsoul1			TrappedSoul		10	1													1	3				1	45	57	75	trappedsoul1	trappedsoul1	4	15	8	0																																						1												1				1																																		100	100	100				30	30	10	10	105	105	10	30	10	10	150	135	30	50	30	30	173	135	2							5	57	76	2	1	16	37	148	16	37	148				200	280	220	30	120	240	720	120	240	720				330	180	180	360	1080	180	360	1080																																																Trapped Soul	Trapped Soul	Trapped Soul					Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)					Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)								1	1	1	0		
trappedsoul2	404	trappedsoul2		0	TrappedSoul	trappedsoul2			TrappedSoul		13	1													1	3				1	45	57	75	trappedsoul2	trappedsoul2	4	15	8	0																																						1												1				1																																		100	100	100				30	30	10	10	105	105	10	30	10	10	150	135	30	50	30	30	173	135	2							5	57	76	2	1	16	37	148	16	37	148				200	280	220	30	120	240	720	120	240	720				330	180	180	360	1080	180	360	1080																																																Trapped Soul	Trapped Soul	Trapped Soul					Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)					Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)								1	1	1	0		
jamella	405	jamella		0	Jamella	jamella		human	Npc		ja	1													1	1		3	5	0				jamella	jamella		15	8	0																																				1		1	1	1	1	1									1																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
izualghost	406	izualghost		0	Izual	izualghost			NpcStationary		17	1													1	1				0				izualspirit	izualspirit		15	8	0																																				1			1	1											1																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
fetish11	407	fetish11		0	RatMan	fetish11		fetish	Fetish		FE	1							fetish3	fetishblow3	1	1	2	7	1	1		7	9	0	15	43	76	fetish	fetish	10	15	8	0			46	0	0	0	55	55	55	20	20	20	0	0	0	0	0	0																			1	1									1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2				11	11	11	5	64	110	84	76	29	86	125							200	320	440	85	160	360	500							660	510	240	540	750																																																			Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
malachai	408	malachai		0	Malachai	malachai		human	Buffy		36	1													1	1		3	5	0				mednpc	mednpc		15	8	0																																				1		1	1	1	1	1									1																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
hephasto	409	hephasto		0	The Feature Creep	hephasto		demon	Smith		5P	1													1	1		9	11	0	38	60	88	smithdemon	smithdemon	12	15	6	0																																						1							1		1			1																																						100	85	75	-50	-40	-33	30	30	10	10	10	-75	10	30	10	10	10	-75	75	50	113	38	38	10	0				30	30	30	5	760	760	107	339	151	226	112							3040	3040	400	339	560	680	440							600	2034	840	1020	660									A1				25	60	120		50	160	320																																Haphesto	Haphesto	Haphesto		Haphesto Desecrated A	Haphesto Desecrated A	Haphesto Desecrated A	Haphesto (N)	Haphesto (N)	Haphesto (N)		Haphesto (N) Desecrated A	Haphesto (N) Desecrated A	Haphesto (N) Desecrated A	Haphesto (H)	Haphesto (H)	Haphesto (H)		Haphesto (H) Desecrated A	Haphesto (H) Desecrated A	Haphesto (H) Desecrated A							0		
Expansion																																																																																																																																					30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10																																																																																																																					0		
wakeofdestruction	410	wakeofdestruction		0	Wake of Destruction	wakeofdestruction		construct	AssassinSentry		e9	1													1	1				0							15	8	0			46	100	100	100	10	10	10	15	15	15	15	15	15	0	0	0																		1	1													1	1			1										Wake Of Destruction Sentry	S2	1																									-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600														5	10																																																																			0		
chargeboltsentry	411	chargeboltsentry		0	Charged Bolt Sentry	chargeboltsentry		construct	AssassinSentry		lg	1													1	1				0				lightningsentry	lightningsentry		15	8	0			46	100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1									2	BoltSentry	seq_chargesentry	1	Shock Field	S1	0																						-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600																																																																																		0		
lightningsentry	412	lightningsentry		0	Lightning Sentry	lightningsentry		construct	AssassinSentry		lg	1													1	1				0				lightningsentry	lightningsentry		15	8	0			46	100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1										sentry lightning	seq_chargesentry	1																									-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600																																																																																		0		
bladecreeper	413	bladecreeper		0	Blade Creeper	bladecreeper		construct	BladeCreeper		b8	1													1	1		14	16	0				bladecreeper	bladecreeper		15	8	0																																				1	1													1	1			1										Blade Sentinel	A1	1																												30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600																																																																																		0		
invisopet	414	invisopet		0	Invis Pet	invisopet			InvisoPet		k9	1													1	1				0							15	8	0				16	16	16	15	15	15	0	0	0	0	0	0	0	0	0																		1	1					1												1																																					-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1																																																																																																																		0		
infernosentry	415	infernosentry		0	Inferno Sentry	infernosentry		construct	AssassinSentry		e9	1													1	1				0							15	8	0				100	100	100	10	10	10	15	15	15	13	13	13	0	0	0																		1	1													1	1			1									2	mon inferno sentry	seq_infernosentry	1	Wake of Fire Sentry	S1	0																						-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600																																																																																		0		
deathsentry	416	deathsentry		0	Death Sentry	deathsentry		construct	DeathSentry		lg	1													1	1				0				lightningsentry	lightningsentry		15	8	0				30	30	30	0	0	0	50	50	50	16	16	16	0	0	0																		1	1													1	1			1										mon death sentry	seq_chargesentry	1	death sentry ltng	seq_chargesentry	1																						-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2		1						100	100	100											400	400	400											600																																																																																		0		
shadowwarrior	417	shadowwarrior		0	Shadow Warrior	shadowwarrior			ShadowWarrior		k9	1													1	1				0				shadow	shadow	11	15	8	0				40	40	40	30	30	30	60	60	60	1	1	1										268	5	64									1	1	1			1	1					1			1	1			1										Fists of Fire	seq_swtigerfist	1	Blade Fury	seq_swbladefury	1	Blades of Ice	seq_swtigerfist	1	Dragon Claw	seq_swtigerfist	1	Dragon Flight	seq_swdragonflight	1	Claws of Thunder	seq_swtigerfist	1	Attack	A2	1							-50	-50	-50	20	20	10	10	10	10	60	30	10	10	10	10	60	50	30	30	30	10	3		1		50	50	50		376	376	196		0	0	163	0	0	163				1504	1504	784		0	0	972	0	0	972				1176		0	0	1938	0	0	1938																																																																								1			0		
